"Name deutsch","Name englisch","URL der Einrichtung","Einrichtungsart","DFG Instituts ID","GRID ID","span"
"Statistisches Landesamt des Freistaates Sachsen","Statistical Office of the Free State of Saxony","www.stla.sachsen.de/","Landesforschung",317081391,,
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a",
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","DUW Institut für Weiterbildung"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Fakultät Business and Economics"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Fakultät Leadership and Management"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Fakultät Technology and Engineering"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Steinbeis Global Institute Tübingen (SGIT)"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Steinbeis-Innovationszentrum Akademie für Luft- und Raumfahrt German Aerospace Academy (ASA)"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Steinbeis-Transfer-Institut Akademie für Luft- und Raumfahrt German Aerospace Academy (ASA)"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Steinbeis-Transfer-Institut Therapeutische Kommunikation und integrierte Gesundheitsförderung"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Stuttgart Institute of Management and Technology (SIMT)"
"Steinbeis-Hochschule Berlin","Steinbeis-University Berlin","www.steinbeis-hochschule.de","Universität",29542,"grid.461823.a","Villingen Institute of Public Health (VIPH)"
"Steinbeis-Transferzentrum Biopolymeranalytik und Biomedizinische Massenspektrometrie","Steinbeis Centre for Biopolymer Analysis and Biomedical Mass Spectrometry","affymslifechem.de/","Sonst. Forschg",458057849,,
"Steinbeis-Transferzentrum Qualitätssicherung und Bildverarbeitung GmbH","Steinbeis Technology Transfer Centre - Quality Assurance and Image Processing","quick-image.de/","Sonst. Forschg",26165,,
"Stephan Kuttner-Institute of Medieval Canon Law","Stephan Kuttner Institute of Medieval Canon Law","www.kuttner-institute.jura.uni-muenchen.de/","Sonst. Forschg",27448,,
"Stifterverband Metalle e. V.","Metals Donors’ Association","www.wvmetalle.de/die-wvmetalle/stifterverband-metalle/","Sonst. Forschg",388402194,,
"Stiftung  für Neurowissenschaftliche Forschung gGmbH","Stiftung  für Neurowissenschaftliche Forschung gGmbH","www.stiftung-nfr.de/","Sonst. Forschg",25508,,
"Stiftung Institut für Herzinfarktforschung","Institute of Myocardial Infarction Research Foundation (Stiftung IHF)","www.herzinfarktforschung.de/","Sonst. Forschg",55089128,"grid.488379.9",
"Stiftung Kompetenzzentrum Obstbau Bodensee","Competence Centre for Fruit Production in the Lake Constance Region (Stiftung KOB)","www.kob-bavendorf.de","Landesforschung",20768578,,
"Stiftung Lesen","Reading Foundation 'Stiftung Lesen'","www.stiftunglesen.de/","Sonst. Forschg",20749906,,
"Stiftung Neue Verantwortung (SNV) e.V.","Stiftung Neue Verantwortung (SNV) e.V.","www.stiftung-nv.de","Sonst. Forschg",389061791,,
"Stiftung Offshore-Windenergie","Offshore-Windenergie Foundation","www.offshore-stiftung.de/","Sonst. Forschg",56010511,,
"Stiftung Preußischer Kulturbesitz","Prussian Cultural Heritage Foundation","www.hv.spk-berlin.de/","Museum/Sammlung",27070719,"grid.425973.e ",
"Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf","Foundation for the Schleswig Holstein State Museums in Gottorf Castle","www.schloss-gottorf.de","Landesforschung",29512,"grid.461796.b",
"Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf","Foundation for the Schleswig Holstein State Museums in Gottorf Castle","www.schloss-gottorf.de","Landesforschung",29512,"grid.461796.b","Museum für Archäologie Schloss Gottorf"
"Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf","Foundation for the Schleswig Holstein State Museums in Gottorf Castle","www.schloss-gottorf.de","Landesforschung",29512,"grid.461796.b","Museum für Kunst und Kulturgeschichte Schloss Gottorf"
"Stiftung Schleswig-Holsteinische Landesmuseen Schloss Gottorf","Foundation for the Schleswig Holstein State Museums in Gottorf Castle","www.schloss-gottorf.de","Landesforschung",29512,"grid.461796.b","Zentrum für Baltische und Skandinavische Archäologie (ZBSA)"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Anatomisches Institut"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Außenstelle für Epidemiologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Fachgebiet Allgemeine Radiologie und Medizinische Physik"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Fachgebiet Geschichte der Veterinärmedizin und der Haustiere"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Gesellschaft für Innovative Veterinärdiagnostik (IVD GmbH)"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Hochschulbibliothek"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Biometrie, Epidemiologie und Informationsverarbeitung"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Lebensmittelqualität und -sicherheit"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Lebensmitteltoxikologie und Chemische Analytik"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Mikrobiologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Parasitologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Pathologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Pharmakologie, Toxikologie und Pharmazie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Physiologie und Zellbiologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Physiologische Chemie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Reproduktionsbiologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Terrestrische und Aquatische Wildtierforschung"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Tierernährung"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Tierhygiene, Tierschutz und Nutztierethologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Tierzucht und Vererbungsforschung"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Tierökologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Virologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Institut für Zoologie"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Klinik für Geflügel"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Klinik für Heimtiere, Reptilien, Zier- und Wildvögel"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Klinik für Kleintiere"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Klinik für Pferde"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Klinik für Rinder"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Klinik für kleine Klauentiere und Forensische Medizin und Ambulatorische Klinik"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Reproduktionsmedizinische Einheit der Kliniken"
"Stiftung Tierärztliche Hochschule Hannover","University of Veterinary Medicine of Hannover, Foundation","www.tiho-hannover.de","Universität",10249,"grid.412970.9","Research Center for Emerging Infections and Zoonoses (RIZ)"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Center for World Music (CWM)"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Centrum für Lehrerbildung und Bildungsforschung (CeLeB)"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Fachbereich I: Erziehungs- und Sozialwissenschaften"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Fachbereich II: Kulturwissenschaften und Ästhetische Kommunikation"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Fachbereich III: Sprach- und Informationswissenschaften"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Fachbereich IV: Mathematik, Naturwissenschaften, Wirtschaft und Informatik"
"Stiftung Universität Hildesheim","University of Hildesheim Foundation","www.uni-hildesheim.de","Universität",10235,"grid.9463.8","Universitätsbibliothek"
"Stiftung Wissenschaft und Politik (SWP)  - Deutsches Institut für Internationale Politik und Sicherheit","Foundation for Political Science and Politics (SWP) - German Institute for International and Security Affairs","www.swp-berlin.org","Bundesforschung",13117,,
"Stiftung Wissenschaft und Politik (SWP)  - Deutsches Institut für Internationale Politik und Sicherheit","Foundation for Political Science and Politics (SWP) - German Institute for International and Security Affairs","www.swp-berlin.org","Bundesforschung",13117,,"Forschungsruppe Amerika"
"Stiftung Zentrum für Türkeistudien und Integrationsforschung (ZfTI)","Centre for Studies on Turkey","www.zfti.de/","Landesforschung",13580,,
"Stiftungsfonds für Umweltökonomie und Nachhaltigkeit GmbH (SUN)","SUN Institute Environment and Sustainability","www.sun-institute.org/de","Sonst. Forschg",422484402,,
"Struktur- und Werkstoffmechanikforschung Dresden GmbH an der Technischen Universität Dresden (SWM)","Structure and Materials Mechanics Research Institute at the Dresden University of Technology (SWM)","www.swm-dresden.de/site/index.htm","Sonst. Forschg",10694,,
"Strömungstechnisches Institut für Verfahrens-, Umwelt- und Sensortechnik gGmbH (SIVUS)","SIVUS Institute of Process and Environmental Engineering and Sensor Technology (gGmbH)","www.sivus-stroemungstechnik.de/","Sonst. Forschg",10695,,
"Studiengesellschaft für Tunnel und Verkehrsanlagen e.V. - STUVA -","Research Association for Tunnel and Transportation Facilities  - STUVA -","www.stuva.de","Sonst. Forschg",20685962,,
"Studienzentrum der Deutschen Gesellschaft für Chirurgie (SDGC)","Study Centre of the German Surgical Society","www.klinikum.uni-heidelberg.de/index.php?id=6107","Sonst. Forschg",210536668,,
"Studium Hallense e. V.",,"www.studium-hallense.de/home.html","Sonst. Forschg",237875891,,
"Survey of Health, Ageing and Retirement in Europe (SHARE)","Survey of Health, Ageing and Retirement in Europe (SHARE)","www.share-project.org","Int. wiss. Org.",396804404,,
"Sustainable Europe Research Institute SERI Germany e.V.","Sustainable Europe Research Institute SERI Germany e.V.","www.seri.de/startseite/","Sonst. Forschg",401331136,,
"Sylvia Lawry Centre for Multiple Sclerosis Research","Sylvia Lawry Centre for Multiple Sclerosis Research","www.thehumanmotioninstitute.org/node/158","Sonst. Forschg",268327651,,
"Sächsische Akademie der Wissenschaften zu Leipzig","Saxon Academy of Sciences and Humanities in Leipzig","www.saw-leipzig.de/de","Akad. d. Wiss.",10393,"grid.461800.b",
"Sächsische Akademie der Wissenschaften zu Leipzig","Saxon Academy of Sciences and Humanities in Leipzig","www.saw-leipzig.de/de","Akad. d. Wiss.",10393,"grid.461800.b","Deutsche Wortfeldetymologie in europäischem Kontext (DWEE)"
"Sächsische Akademie der Wissenschaften zu Leipzig","Saxon Academy of Sciences and Humanities in Leipzig","www.saw-leipzig.de/de","Akad. d. Wiss.",10393,"grid.461800.b","Forschungsstelle Inschriften"
"Sächsische Akademie der Wissenschaften zu Leipzig","Saxon Academy of Sciences and Humanities in Leipzig","www.saw-leipzig.de/de","Akad. d. Wiss.",10393,"grid.461800.b","Sächsische Akademie der Wissenschaften zu Leipzig - Außenstelle Dresden"
"Sächsisches Institut für Angewandte Biotechnologie e.V.","Saxon Institute for Applied Biotechnology (e.V.)","www.siab-biotechnologie.de/","Sonst. Forschg",20388,,
"Sächsisches Textilforschungsinstitut e. V.","Saxon Textile Research Institute (STFI)","www.stfi.de","Sonst. Forschg",20727382,,
"Süddeutsches Kunststoff-Zentrum","South German Plastics Centre (SKZ)","www.skz.de/de/index.html","Sonst. Forschg",812182,,
"Südosteuropa-Gesellschaft e.V. (SOG)","South Eastern Europe Association (e.V.)","www.suedosteuropa-gesellschaft.com","Landesforschung",13114,,
"TFI - Institut für Bodensysteme an der RWTH Aachen e.V.","Textiles & Flooring Institute GmbH","www.tfi-online.de/","Sonst. Forschg",39317734,,
"TIME - Technologie-Institut für Metall und Engineering GmbH","TIME - Technology Institute for Metal and Engineering GmbH","www.time-rlp.de/","Landesforschung",269438345,,
"TMF - Technologie- und Methodenplattform für die vernetzte medizinische Forschung e.V.","TMF - Technology, Methods, and Infrastructure for Networked Medical Research","www.tmf-ev.de","Sonst. Forschg",188698125,,
"TRON - Translationale Onkologie an der Universitätsmedizin der Johannes Gutenberg-Universität Mainz gemeinnützige GmbH","TRON - Translational Oncology at the University Medical Center of the Johannes Gutenberg University Mainz","tron-mainz.de","Landesforschung",215029801,,
"TWINCORE Zentrum für Experimentelle und Klinische Infektionsforschung GmbH","TWINCORE Centre for Experimental and Clinical Infection Research","www.twincore.de/","Sonst. Forschg",51523637,"grid.452370.7",
"TWINCORE Zentrum für Experimentelle und Klinische Infektionsforschung GmbH","TWINCORE Centre for Experimental and Clinical Infection Research","www.twincore.de/","Sonst. Forschg",51523637,"grid.452370.7","Institut für Infektionsimmunologie"
"Technische Akademie Südwest e.V.","Technical Academy of the South West (e.V.)","www.tas-kl.de/","Sonst. Forschg",28349,,
"Technische Hochschule Aschaffenburg","University of Applied Sciences Aschaffenburg","www.th-ab.de/startseite/","Weitere HS/FS",10790,"grid.465869.0","Fakultät Ingenieurwissenschaften"
"Technische Hochschule Aschaffenburg","University of Applied Sciences Aschaffenburg","www.th-ab.de/startseite/","Weitere HS/FS",10790,"grid.465869.0","Fakultät Wirtschaft und Recht"
"Technische Hochschule Bingen","Bingen University of Applied Sciences","www.th-bingen.de","Weitere HS/FS",12982,"grid.449744.e","Fachbereich 1 - Life Sciences and Engineering"
"Technische Hochschule Bingen","Bingen University of Applied Sciences","www.th-bingen.de","Weitere HS/FS",12982,"grid.449744.e","Fachbereich 2 - Technik, Informatik und Wirtschaft"
"Technische Hochschule Bingen","Bingen University of Applied Sciences","www.th-bingen.de","Weitere HS/FS",12982,"grid.449744.e","Zentrum ProteinAnalyse"
"Technische Hochschule Brandenburg","Brandenburg University of Applied Sciences","www.th-brandenburg.de","Weitere HS/FS",10379,,"Fachbereich Informatik und Medien"
"Technische Hochschule Brandenburg","Brandenburg University of Applied Sciences","www.th-brandenburg.de","Weitere HS/FS",10379,,"Fachbereich Technik"
"Technische Hochschule Brandenburg","Brandenburg University of Applied Sciences","www.th-brandenburg.de","Weitere HS/FS",10379,,"Fachbereich Wirtschaft"
"Technische Hochschule Brandenburg","Brandenburg University of Applied Sciences","www.th-brandenburg.de","Weitere HS/FS",10379,,"Hochschulbibliothek"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Faculty European Campus Rottal-Inn (ECRI)"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Fakultät Angewandte Gesundheitswissenschaften"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Fakultät Angewandte Naturwissenschaften und Wirtschaftsingenieurwesen"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Fakultät Angewandte Wirtschaftswissenschaften"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Fakultät Bauingenieurwesen und Umwelttechnik"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Fakultät Elektrotechnik, Medientechnik und Informatik"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Fakultät Maschinenbau und Mechatronik"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Technologie Campus Grafenau (TCG)"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Technologie Campus Parsberg-Lupburg"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Technologie Campus Teisnach Sensorik"
"Technische Hochschule Deggendorf","Deggendorf Institute of Technology","www.th-deg.de/de","Weitere HS/FS",13103,"grid.449751.a","Zentrum für angewandte Forschung (ZAF)"
"Technische Hochschule Georg Agricola","TH Georg Agricola University","www.thga.de","Weitere HS/FS",13070,,
"Technische Hochschule Georg Agricola","TH Georg Agricola University","www.thga.de","Weitere HS/FS",13070,,"Hochschulbibliothek"
"Technische Hochschule Georg Agricola","TH Georg Agricola University","www.thga.de","Weitere HS/FS",13070,,"WB 1 - Geoingenieurwesen, Bergbau und Technische Betriebswirtschaft"
"Technische Hochschule Georg Agricola","TH Georg Agricola University","www.thga.de","Weitere HS/FS",13070,,"WB 2 - Maschinen- und Verfahrenstechnik"
"Technische Hochschule Georg Agricola","TH Georg Agricola University","www.thga.de","Weitere HS/FS",13070,,"WB 3 - Elektro- und Informationstechnik"
"Technische Hochschule Ingolstadt","Technische Hochschule Ingolstadt","www.thi.de/","Weitere HS/FS",12936,"grid.454235.1",
"Technische Hochschule Ingolstadt","Technische Hochschule Ingolstadt","www.thi.de/","Weitere HS/FS",12936,"grid.454235.1","CARISSMA Institute of Automated Driving (C-IAD)"
"Technische Hochschule Ingolstadt","Technische Hochschule Ingolstadt","www.thi.de/","Weitere HS/FS",12936,"grid.454235.1","Fakultät Elektrotechnik und Informatik"
"Technische Hochschule Ingolstadt","Technische Hochschule Ingolstadt","www.thi.de/","Weitere HS/FS",12936,"grid.454235.1","Fakultät Maschinenbau"
"Technische Hochschule Ingolstadt","Technische Hochschule Ingolstadt","www.thi.de/","Weitere HS/FS",12936,"grid.454235.1","THI Business School"
"Technische Hochschule Ingolstadt","Technische Hochschule Ingolstadt","www.thi.de/","Weitere HS/FS",12936,"grid.454235.1","Zentrum für Angewandte Forschung (IAF)"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Campus IT"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Angewandte Naturwissenschaften"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Angewandte Sozialwissenschaften"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Anlagen, Energie- und Maschinensysteme"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Architektur"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Bauingenieurwesen und Umwelttechnik"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Fahrzeugsysteme und Produktion"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Informatik und Ingenieurwissenschaften"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Informations- und Kommunikationswissenschaften"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Informations-, Medien- und Elektrotechnik"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Kulturwissenschaften"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Fakultät für Wirtschafts- und Rechtswissenschaften"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Hochschulbibliothek"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Institut für Physik"
"Technische Hochschule Köln","TH Köln - University of Applied Sciences","www.th-koeln.de/","Weitere HS/FS",10309,"grid.434092.8","Institut für Technologie und Ressourcenmanagement in den Tropen und Subtropen (ITT)"
"Technische Hochschule Lübeck","Technische Hochschule Lübeck","www.th-luebeck.de/","Weitere HS/FS",10648,"grid.454241.2","Fachbereich Angewandte Naturwissenschaften"
"Technische Hochschule Lübeck","Technische Hochschule Lübeck","www.th-luebeck.de/","Weitere HS/FS",10648,"grid.454241.2","Fachbereich Bauwesen"
"Technische Hochschule Lübeck","Technische Hochschule Lübeck","www.th-luebeck.de/","Weitere HS/FS",10648,"grid.454241.2","Fachbereich Elektrotechnik und Informatik"
"Technische Hochschule Lübeck","Technische Hochschule Lübeck","www.th-luebeck.de/","Weitere HS/FS",10648,"grid.454241.2","Fachbereich Maschinenbau & Wirtschaft"
"Technische Hochschule Mittelhessen","Technische Hochschule Mittelhessen University of Applied Sciences","www.thm.de/site/","Weitere HS/FS",10217,"grid.440967.8","Campus Friedberg"
"Technische Hochschule Mittelhessen","Technische Hochschule Mittelhessen University of Applied Sciences","www.thm.de/site/","Weitere HS/FS",10217,"grid.440967.8","Campus Gießen"
"Technische Hochschule Mittelhessen","Technische Hochschule Mittelhessen University of Applied Sciences","www.thm.de/site/","Weitere HS/FS",10217,"grid.440967.8","Campus Wetzlar"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät  Betriebswirtschaft"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Angewandte Chemie"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Angewandte Mathematik, Physik und Allgemeinwissenschaften"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Architektur"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Bauingenieurwesen"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Design"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Elektrotechnik, Feinwerktechnik, Informationstechnik"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Informatik"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Maschinenbau und Versorgungstechnik"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Sozialwissenschaften"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Verfahrenstechnik"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Fakultät Werkstofftechnik"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"Institut für Chemie, Material- und Produktentwicklung"
"Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg Institute of Technology","www.th-nuernberg.de/","Weitere HS/FS",13050,,"POF Application Center"
"Technische Hochschule Ostwestfalen-Lippe","Ostwestfalen-Lippe University of Applied Sciences and Arts","www.th-owl.de/","Weitere HS/FS",13089,"grid.434955.a",
